,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
487,East London,40,ZA,1612026967,78,-33.0153,27.9116,23.0,3.6
488,East London,40,ZA,1612026967,78,-33.0153,27.9116,23.0,3.6
489,Buraidah,0,SA,1612027506,54,26.326,43.975,14.0,2.06
490,San Pedro del Paraná,75,PY,1612027541,54,-26.8333,-56.2,32.0,4.12
491,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
492,Ribeira Grande,75,PT,1612026997,88,38.5167,-28.7,18.0,7.72
493,Esmeralda,20,CU,1612027546,41,21.8525,-78.1169,26.0,8.75
494,Province of Trapani,40,IT,1612027548,94,37.8333,12.6667,14.0,4.12
495,Bambous Virieux,75,MU,1612027140,89,-20.3428,57.7575,26.11,2.57
496,Caborca,0,MX,1612027551,79,30.5838,-111.101,11.67,0.89
497,Amapá,88,BR,1612027553,90,1.0,-52.0,26.74,2.02
498,Avera,1,US,1612027556,40,33.194,-82.5271,10.0,4.12
499,Baruun-Urt,82,MN,1612027557,93,46.6806,113.2792,-18.25,1.94
500,Ulaangom,7,MN,1612027559,82,49.9811,92.0667,-18.1,0.46
501,Port Hardy,90,CA,1612027561,93,50.6996,-127.4199,5.0,2.06
502,Ponta do Sol,39,PT,1612027303,73,32.6667,-17.1,17.78,2.24
503,Arraial do Cabo,0,BR,1612027564,48,-22.9661,-42.0278,34.0,8.75
504,Lompoc,1,US,1612027411,93,34.6391,-120.4579,8.89,2.06
505,Contamana,96,PE,1612027569,95,-7.3333,-75.0167,24.13,1.12
506,Nowogard,90,PL,1612027570,74,53.6744,15.1163,-1.11,3.09
507,Chapais,90,CA,1612027574,71,49.7834,-74.8492,-19.0,2.57
508,Moose Factory,90,CA,1612027575,78,51.2585,-80.6094,-18.0,2.06
509,Umm Kaddadah,0,SD,1612027424,21,13.6017,26.6876,21.17,5.81
510,Batagay-Alyta,100,RU,1612027578,81,67.8006,130.4114,-35.64,0.63
511,Tezu,29,IN,1612027550,52,27.9167,96.1667,14.63,1.75
512,Tautira,75,PF,1612027582,69,-17.7333,-149.15,26.0,2.57
513,Santa Marta,18,CO,1612027583,45,11.2408,-74.199,35.0,0.89
514,Larsnes,99,NO,1612027585,90,62.2028,5.5773,0.56,2.68
515,Tomatlán,0,MX,1612027586,25,19.9333,-105.25,33.1,1.91
516,Ucluelet,90,CA,1612027293,81,48.9329,-125.5528,6.0,6.17
517,Port Alfred,0,ZA,1612027590,87,-33.5906,26.891,20.56,1.85
518,New Norfolk,7,AU,1612027015,81,-42.7826,147.0587,11.67,1.13
519,New Norfolk,7,AU,1612027015,81,-42.7826,147.0587,11.67,1.13
520,East London,40,ZA,1612027594,78,-33.0153,27.9116,23.0,3.6
521,Namatanai,93,PG,1612027596,80,-3.6667,152.4333,27.03,5.44
522,Aasiaat,34,GL,1612027598,85,68.7098,-52.8699,-18.39,2.45
523,Ribeira Grande,75,PT,1612027599,88,38.5167,-28.7,18.0,7.72
524,Abu Samrah,91,SY,1612027601,69,35.3029,37.1841,10.04,5.22
525,Comodoro Rivadavia,20,AR,1612027602,45,-45.8667,-67.5,18.0,3.09
526,Clyde River,1,CA,1612027604,83,70.4692,-68.5914,-28.0,2.06
527,Puerto Ayora,0,EC,1612027427,70,-0.7393,-90.3518,29.0,6.69
528,Lukulu,73,ZM,1612027607,74,-14.3707,23.242,23.59,0.82
529,Neiafu,75,TO,1612027609,94,-18.65,-173.9833,26.0,4.12
530,College,90,US,1612027610,77,64.8569,-147.8028,-22.0,0.54
531,Katsuura,20,JP,1612027398,70,35.1333,140.3,5.0,2.57
532,Ishigaki,78,JP,1612027614,57,24.3448,124.1572,19.01,6.51
533,Marystown,100,CA,1612027615,92,47.1666,-55.1483,-0.82,5.41
534,East London,40,ZA,1612027594,78,-33.0153,27.9116,23.0,3.6
535,Leshukonskoye,100,RU,1612027618,97,64.8989,45.7622,-6.65,3.39
536,Njombe,100,TZ,1612027620,95,-9.3333,34.7667,15.42,1.57
537,Ishinomaki,56,JP,1612027622,95,38.4167,141.3,-0.01,2.72
538,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
539,Vanimo,100,PG,1612027625,84,-2.6741,141.3028,25.66,2.86
540,Dalvik,75,IS,1612027626,63,65.9702,-18.5286,-7.0,3.09
541,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
542,Killybegs,75,IE,1612027630,75,54.6333,-8.45,5.0,7.2
543,Cape Town,20,ZA,1612027277,60,-33.9258,18.4232,24.44,5.66
544,Glenwood Springs,90,US,1612027633,86,39.5505,-107.3248,1.11,3.6
545,Vadinsk,70,RU,1612027634,97,53.6916,43.0574,-6.69,5.55
546,Queimadas,90,BR,1612027636,34,-10.9783,-39.6264,33.92,4.32
547,Kathu,20,TH,1612027480,83,7.9178,98.3332,25.0,1.03
548,Nhulunbuy,75,AU,1612027518,94,-12.2333,136.7667,26.0,3.09
549,Gorontalo,79,ID,1612027542,88,0.5412,123.0595,23.25,1.61
550,Touros,40,BR,1612027427,55,-5.1989,-35.4608,31.0,6.17
551,Suntar,100,RU,1612027646,80,62.1444,117.6319,-39.53,1.16
552,Padang,100,ID,1612027647,72,-0.9492,100.3543,25.63,2.2
553,Kysyl-Syr,89,RU,1612027649,76,63.8986,122.7617,-45.2,1.56
554,Cockburn Town,39,TC,1612027650,66,21.4612,-71.1419,22.42,7.81
555,Graben-Neudorf,100,DE,1612027652,53,49.167,8.4924,6.67,2.67
556,Port Alfred,0,ZA,1612027590,87,-33.5906,26.891,20.56,1.85
557,Nizwá,0,OM,1612027655,40,22.9333,57.5333,16.82,0.49
558,San Quintín,3,MX,1612027657,55,30.4833,-115.95,14.35,1.82
559,Rabo de Peixe,40,PT,1612027658,94,37.8,-25.5833,18.33,7.2
560,Inongo,89,CD,1612027660,87,-1.95,18.2667,24.88,2.15
561,Kudahuvadhoo,43,MV,1612027662,76,2.6708,72.8944,27.38,5.35
562,Avarua,98,CK,1612027487,94,-21.2078,-159.775,25.0,0.51
563,Ondjiva,75,AO,1612027665,78,-17.0667,15.7333,24.0,4.12
564,Port Blair,1,IN,1612027666,80,11.6667,92.75,26.49,3.64
565,Banda Aceh,48,ID,1612027519,83,5.5577,95.3222,25.26,4.77
566,New Norfolk,7,AU,1612027671,67,-42.7826,147.0587,11.67,1.13
567,Comodoro Rivadavia,20,AR,1612027602,45,-45.8667,-67.5,18.0,3.09
568,Saint-Philippe,0,RE,1612027675,65,-21.3585,55.7679,27.0,4.12
569,Vila Franca do Campo,40,PT,1612027676,94,37.7167,-25.4333,18.33,7.2
570,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
571,Kahului,40,US,1612027679,94,20.8947,-156.47,20.0,5.14
572,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
573,Francistown,20,BW,1612027445,57,-21.17,27.5079,28.0,3.6
574,Norman Wells,75,CA,1612027499,68,65.282,-126.8329,-33.0,1.03
575,Pokhara,0,NP,1612027687,49,28.2333,83.9833,9.16,1.64
576,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
577,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
578,Managua,20,NI,1612027517,54,12.1328,-86.2504,29.0,8.23
579,Buta,81,CD,1612027694,30,2.7858,24.73,27.16,0.8
580,Toda Raisingh,0,IN,1612027695,38,26.0252,75.4849,11.83,1.49
581,Semenivka,100,UA,1612027697,98,52.1783,32.5818,-3.9,3.29
582,Cody,75,US,1612027675,75,44.5263,-109.0565,1.11,4.12
583,Guerrero Negro,0,MX,1612027521,54,27.9769,-114.0611,16.19,5.41
584,Soto la Marina,3,MX,1612027702,65,23.7667,-98.2167,26.67,6.26
585,Tocopilla,7,CL,1612027703,47,-22.092,-70.1979,23.61,3.02
586,Haines Junction,100,CA,1612027705,77,60.7522,-137.5108,-24.0,0.51
587,Kathmandu,20,NP,1612027706,70,27.7167,85.3167,7.0,1.03
588,Kupino,99,RU,1612027708,95,54.3663,77.2981,-15.3,4.35
589,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
590,Akhtubinsk,68,RU,1612027711,95,48.2795,46.1722,-0.08,3.94
591,Taltal,9,CL,1612027562,55,-25.4,-70.4833,22.05,2.2
592,Mar del Plata,90,AR,1612027715,55,-38.0023,-57.5575,18.0,10.29
593,Price,20,US,1612027716,100,39.5994,-110.8107,-4.0,2.06
594,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
595,Morón,90,AR,1612027650,88,-34.6534,-58.6198,19.0,6.17
596,Abong Mbang,93,CM,1612027723,41,3.9833,13.1833,28.48,1.75
597,San Antonio,40,US,1612027479,73,29.4241,-98.4936,20.0,2.57
598,Nautla,99,MX,1612027726,72,20.2167,-96.7833,22.29,2.0
599,Klyuchi,40,RU,1612027727,95,52.2667,79.1667,-13.29,2.89
600,Pincher Creek,1,CA,1612027729,80,49.4833,-113.952,0.0,3.09
601,Poum,65,NC,1612027732,77,-20.2333,164.0167,25.6,7.15
602,Xaxim,100,BR,1612027734,81,-26.9617,-52.5347,22.05,2.67
603,Tarko-Sale,100,RU,1612027736,83,64.9225,77.785,-34.12,4.49
604,Norman Wells,75,CA,1612027499,68,65.282,-126.8329,-33.0,1.03
605,Ulladulla,90,AU,1612027739,100,-35.35,150.4667,19.44,5.14
606,Santa Luzia,75,BR,1612027741,45,-19.7697,-43.8514,30.0,3.09
607,Georgiyevka,80,KZ,1612027742,79,43.0369,74.7114,-7.0,2.0
608,Richards Bay,85,ZA,1612027528,80,-28.783,32.0377,25.44,3.02
609,Santa Cecília,99,BR,1612027745,73,-26.9608,-50.4269,22.97,1.6
610,Wajid,5,SO,1612027747,18,3.8093,43.2471,28.07,6.26
611,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
612,Port-Gentil,20,GA,1612027750,74,-0.7193,8.7815,29.0,4.12
613,Tolaga Bay,64,NZ,1612027752,82,-38.3667,178.3,13.66,4.72
614,Vila Velha,20,BR,1612027528,55,-20.3297,-40.2925,31.0,7.72
615,Kingston,20,JM,1612027726,54,17.997,-76.7936,30.0,3.6
616,New Norfolk,7,AU,1612027671,67,-42.7826,147.0587,11.67,1.13
617,Bambous Virieux,75,MU,1612027140,89,-20.3428,57.7575,26.11,2.57
618,New Norfolk,7,AU,1612027671,67,-42.7826,147.0587,11.67,1.13
619,Camacha,75,PT,1612027763,100,33.0833,-16.3333,17.0,4.63
620,East London,40,ZA,1612027594,78,-33.0153,27.9116,23.0,3.6
621,Deputatsky,97,RU,1612027766,86,69.3,139.9,-35.75,0.83
622,Lhokseumawe,41,ID,1612027768,84,5.1801,97.1507,24.84,1.95
623,Puerto Ayora,0,EC,1612027427,70,-0.7393,-90.3518,29.0,6.69
624,Flin Flon,90,CA,1612027325,92,54.7682,-101.865,-11.0,1.03
625,Black River,40,JM,1612027774,69,18.0264,-77.8487,29.44,12.35
626,Ribeirão Branco,63,BR,1612027776,56,-24.2208,-48.7656,27.31,3.3
627,Pinos,1,MX,1612027777,39,22.3,-101.5667,18.0,3.6
628,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
629,New Norfolk,7,AU,1612027671,67,-42.7826,147.0587,11.67,1.13
630,Norman Wells,75,CA,1612027499,68,65.282,-126.8329,-33.0,1.03
631,Passo de Camaragibe,75,BR,1612027784,70,-9.2368,-35.4901,29.0,5.66
632,Cape Town,20,ZA,1612027277,60,-33.9258,18.4232,24.44,5.66
633,Sehwan,0,PK,1612027787,58,26.4279,67.863,15.0,3.09
634,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
635,Polson,89,US,1612027790,40,47.6936,-114.1632,0.0,1.34
636,Gouré,7,NE,1612027792,12,13.9835,10.2704,25.56,1.79
637,Río Tercero,100,AR,1612027793,84,-32.173,-64.1141,17.78,1.79
638,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
639,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
640,Vila Franca do Campo,40,PT,1612027676,94,37.7167,-25.4333,18.33,7.2
641,Necochea,100,AR,1612027801,47,-38.5473,-58.7368,20.56,6.71
642,Kuril'sk,100,RU,1612027803,95,45.2333,147.8833,-6.9,8.15
643,Mil'kovo,100,RU,1612027806,95,54.7167,158.6167,-10.99,6.14
644,Thohoyandou,54,ZA,1612027808,86,-22.9456,30.485,22.92,1.17
645,Usta Muhammad,0,PK,1612027809,31,28.1794,68.0445,13.38,1.33
646,Cabo San Lucas,1,MX,1612027706,60,22.8909,-109.9124,23.33,1.54
647,Nyurba,100,RU,1612027814,81,63.2842,118.3319,-38.33,1.38
648,Boffa,0,GN,1612027816,58,10.1667,-14.0333,28.49,4.92
649,Burnie,26,AU,1612027818,79,-41.0667,145.9167,11.67,7.15
650,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
651,Tecolutla,75,MX,1612027821,83,20.4833,-97.0167,22.0,2.57
652,Mar del Plata,90,AR,1612027715,55,-38.0023,-57.5575,18.0,10.29
653,Verāval,0,IN,1612027825,47,20.9,70.3667,20.37,3.21
654,Cape Town,20,ZA,1612027277,60,-33.9258,18.4232,24.44,5.66
655,Hualmay,76,PE,1612027828,63,-11.0964,-77.6139,24.58,5.1
656,Isangel,6,VU,1612027830,78,-19.55,169.2667,24.56,4.55
657,Nawalgarh,0,IN,1612027831,35,27.85,75.2667,12.07,1.97
658,Acapulco de Juárez,75,MX,1612027833,43,16.8634,-99.8901,32.0,1.54
659,Anori,77,BR,1612027834,56,-3.7728,-61.6442,32.07,2.38
660,Arraial do Cabo,0,BR,1612027564,48,-22.9661,-42.0278,34.0,8.75
661,Prince Rupert,40,CA,1612027838,80,54.3161,-130.3201,4.0,3.6
662,Sinnamary,92,GF,1612027839,86,5.3833,-52.95,26.66,6.7
663,Norman Wells,75,CA,1612027499,68,65.282,-126.8329,-33.0,1.03
664,Nouadhibou,69,MR,1612027843,19,20.931,-17.0347,31.0,5.66
665,Jackson,40,US,1612027779,81,42.4165,-122.8345,5.0,2.06
666,Morehead,90,US,1612027846,52,37.2711,-87.1764,6.67,2.57
667,Kantunilkín,40,MX,1612027848,53,21.0917,-87.45,26.0,7.2
668,Geraldton,0,AU,1612027849,25,-28.7667,114.6,30.0,5.14
669,La Macarena,41,CO,1612027851,34,2.1837,-73.7849,33.92,3.46
670,Pedernales,8,DO,1612027853,59,18.0384,-71.744,27.1,3.44
671,Inuvik,100,CA,1612027856,75,68.3499,-133.7218,-34.0,0.51
672,Port Alfred,0,ZA,1612027590,87,-33.5906,26.891,20.56,1.85
673,Arica,0,CL,1612027859,57,-18.475,-70.3042,24.0,6.17
674,Novopavlovka,100,RU,1612027861,92,51.2172,109.2091,-15.38,1.64
675,Betong,11,TH,1612027863,93,5.7743,101.0723,19.34,1.15
676,Båtsfjord,75,NO,1612027865,86,70.6345,29.7185,-1.0,10.8
677,Bundaberg,7,AU,1612027866,88,-24.85,152.35,22.22,2.57
678,Galle,100,LK,1612027868,85,6.0367,80.217,25.35,0.79
679,Ribeira Grande,75,PT,1612027599,88,38.5167,-28.7,18.0,7.72
680,Cockburn Town,39,TC,1612027650,66,21.4612,-71.1419,22.42,7.81
681,Dingle,99,PH,1612027873,90,10.9995,122.6711,21.99,4.69
682,Tombouctou,20,ML,1612027875,17,20.0,-3.0,23.87,3.77
683,Polovinnoye,100,RU,1612027876,96,54.7914,65.9864,-8.53,3.66
684,Puerto Ayora,0,EC,1612027427,70,-0.7393,-90.3518,29.0,6.69
685,Øksfjord,75,NO,1612027880,85,70.2396,22.3479,-3.0,1.54
686,Havøysund,75,NO,1612027881,93,70.9963,24.6622,-3.0,9.77
687,Kang,61,BW,1612027883,60,-23.6752,22.7876,24.89,2.39
688,Oban,23,GB,1612027884,81,56.4127,-5.4706,0.0,3.29
689,The Pas,90,CA,1612027888,86,53.8251,-101.2541,-9.0,0.1
690,Al Bardīyah,10,LY,1612027889,46,31.7561,25.0865,18.57,8.42
691,Cape Town,20,ZA,1612027277,60,-33.9258,18.4232,24.44,5.66
692,Huai'an,97,CN,1612027892,63,33.5886,119.0192,7.25,2.3
693,Arraial do Cabo,0,BR,1612027564,48,-22.9661,-42.0278,34.0,8.75
694,Chokwé,41,MZ,1612027897,74,-24.5333,32.9833,26.99,3.97
695,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
696,Shagonar,0,RU,1612027902,82,51.5333,92.8,-14.89,1.21
697,Barra Patuca,43,HN,1612027904,70,15.8,-84.2833,27.1,5.11
698,The Pas,90,CA,1612027888,86,53.8251,-101.2541,-9.0,0.1
699,Zelenoborskiy,100,RU,1612027908,96,66.845,32.3622,-11.11,2.28
700,Kulhudhuffushi,84,MV,1612027910,67,6.6221,73.07,27.74,3.69
701,Jijiga,0,ET,1612027912,43,9.35,42.8,17.02,4.42
702,Chicama,0,PE,1612027913,73,-7.8447,-79.1469,23.0,5.66
703,Manga,0,BF,1612027915,13,11.6636,-1.0731,30.25,2.8
704,Port Alfred,0,ZA,1612027590,87,-33.5906,26.891,20.56,1.85
705,Bangkal,95,PH,1612027920,86,6.0667,121.0667,25.26,3.03
706,Hamilton,90,US,1612027775,51,39.1834,-84.5333,1.11,4.12
707,Ponta do Sol,40,PT,1612027923,74,32.6667,-17.1,17.22,1.79
708,Rincon,75,US,1612027690,44,32.296,-81.2354,13.33,6.17
709,Piaçabuçu,94,BR,1612027926,66,-10.4056,-36.4344,28.49,5.35
710,Hefei,0,CN,1612027928,46,31.8639,117.2808,10.0,1.0
711,Ribeira Grande,75,PT,1612027599,88,38.5167,-28.7,18.0,7.72
712,Nelson Bay,9,AU,1612027933,100,-32.7167,152.15,20.56,0.51
713,Liku,100,ID,1612027934,81,-0.7275,119.8922,23.12,0.95
714,Bontang,100,ID,1612027936,90,0.1333,117.5,23.96,3.13
715,Santa Isabel Rio Negro,47,BR,1612027937,47,-0.4139,-65.0192,33.55,3.09
716,Mount Isa,90,AU,1612027856,51,-20.7333,139.5,30.0,1.03
717,Ribeira Grande,75,PT,1612027599,88,38.5167,-28.7,18.0,7.72
718,Bambous Virieux,75,MU,1612027140,89,-20.3428,57.7575,26.11,2.57
719,Tugulym,0,RU,1612027944,79,57.0591,64.6425,-7.0,5.0
720,Punta Arenas,40,CL,1612027463,51,-53.15,-70.9167,14.0,12.35
721,Saint George,1,US,1612038645,75,37.1041,-113.5841,9.44,0.26
722,Manacapuru,75,BR,1612038752,94,-3.2997,-60.6206,26.0,3.6
723,Shingū,2,JP,1612038529,74,33.7333,135.9833,5.71,3.65
724,Mumford,0,GH,1612038755,85,5.2618,-0.759,26.73,4.83
725,Eskil,100,TR,1612038757,96,38.4017,33.4131,2.6,7.31
726,Hobyo,7,SO,1612038758,78,5.3505,48.5268,24.17,6.76
727,Lamar,90,US,1612038760,77,33.6668,-95.5836,20.0,7.72
728,Somerset East,15,ZA,1612038762,79,-32.7217,25.588,16.71,4.11
729,Sobolevo,99,RU,1612038763,98,54.4299,31.8996,-8.29,2.85
